Departamento;Categoria;Subcategoria;Segmento;Subsegmento;Qtd_Codigos_Barras
Medicamentos;Medicamento Tarjado;Tarjado Generico;Disturbios Coagulacao;Acido Tranexamico;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Disturbios Coagulacao;Acido Valproico;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Disturbios Coagulacao;Clopidogrel;10
Medicamentos;Medicamento Tarjado;Tarjado Generico;Disturbios Coagulacao;Cloridrato De Ticlopidina;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Disturbios Coagulacao;Rivaroxabana;26
Medicamentos;Medicamento Tarjado;Tarjado Generico;Disturbios Coagulacao;Varfarina;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Disturbios Da Tireoide;Levotiroxina Sodica;10
Medicamentos;Medicamento Tarjado;Tarjado Generico;Dor E Febre;Paracetamol/Codeina;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Gastroenterologia;Cimetidina;3
Medicamentos;Medicamento Tarjado;Tarjado Generico;Gastroenterologia;Esomeprazol;19
Medicamentos;Medicamento Tarjado;Tarjado Generico;Gastroenterologia;Esomeprazol/Magnesio Tri Hidratado;4
Medicamentos;Medicamento Tarjado;Tarjado Generico;Gastroenterologia;Lanzo/Clarit/Amox;3
Medicamentos;Medicamento Tarjado;Tarjado Generico;Gastroenterologia;Lanzoprazol;7
Medicamentos;Medicamento Tarjado;Tarjado Generico;Gastroenterologia;Omeprazol;18
Medicamentos;Medicamento Tarjado;Tarjado Generico;Gastroenterologia;Pantoprazol;39
Medicamentos;Medicamento Tarjado;Tarjado Generico;Gastroenterologia;Rabeprazol;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Gastroenterologia;Ranitidina;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Gastroenterologia;Simeticona/Homatropina;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Ginecologicos;Benzoilmetronizol Ginec;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Ginecologicos;Clotrimazol Ginec;5
Medicamentos;Medicamento Tarjado;Tarjado Generico;Ginecologicos;Fenticonazol;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Ginecologicos;Metronidazol;4
Medicamentos;Medicamento Tarjado;Tarjado Generico;Ginecologicos;Miconazol/Tinidazol;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Ginecologicos;Nistatina;4
Medicamentos;Medicamento Tarjado;Tarjado Generico;Ginecologicos;Nistatina Ginec;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Ginecologicos;Promestrieno;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Ginecologicos;Tinidazol/Miconazol;4
Medicamentos;Medicamento Tarjado;Tarjado Generico;Ginecologicos;Tioconazol/Tinidazol;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Hormonais;Cabergolina;4
Medicamentos;Medicamento Tarjado;Tarjado Generico;Hormonais;Dienogest;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Hormonais;Dienogeste;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Hormonais;Testosterona;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Hormonais;Tibolona;4
Medicamentos;Medicamento Tarjado;Tarjado Generico;Hormonais;Val. Estradiol/Ciproterona;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Incontinencia;Solifenacina;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Alprazolam;25
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Aripiprazol;4
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Bromazepam;18
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Carbamazepina;7
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Cilostazol;4
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Cinarizina;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Citalopram;7
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Clonazepam;19
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Cloridrato De Amitriptilina;9
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Cloridrato De Betaistina;9
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Cloridrato De Bupropiona;13
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Cloridrato De Clomipramina;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Cloridrato De Donepezila;9
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Cloridrato De Duloxetina;12
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Cloridrato De Fluoxetina;10
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Cloridrato De Metilfenidato;6
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Cloridrato De Nortriptilina;4
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Cloridrato De Sertralina;17
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Cloridrato De Venlafaxina;18
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Desvenlafaxina;12
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Diazepam;8
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Divalproato De Sodio;4
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Escitalopram;28
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Fenitoina;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Fenobarbital;3
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Flunarizina;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Fumarato De Quetiapina;23
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Gabapentina;9
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Galantamina;5
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Hemifumarato De Quetiapina;3
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Lamotrigina;7
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Lorazepam;5
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Maleato De Midazolam;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Memantina;8
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Mirtazapina;11
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Olanzapina;12
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Oxcarbazepina;8
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Paroxetina;13
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Pentoxifilina;3
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Pramipexol;6
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Pregabalina;19
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Propafenona;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Risperidona;16
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Rivastigmina;3
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Topiramato;12
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Trazodona;6
Medicamentos;Medicamento Tarjado;Tarjado Generico;Neurologicos;Zolpidem;21
Medicamentos;Medicamento Tarjado;Tarjado Generico;Obesidade;Orlistate;6
Medicamentos;Medicamento Tarjado;Tarjado Generico;Obesidade;Sibutramina;7
Medicamentos;Medicamento Tarjado;Tarjado Generico;Oftalmologicos;Bimatoprosta;7
Medicamentos;Medicamento Tarjado;Tarjado Generico;Oftalmologicos;Brimondina;3
Medicamentos;Medicamento Tarjado;Tarjado Generico;Oftalmologicos;Cetorolaco De Trometamina Oftalmo;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Oftalmologicos;Ciprofloxacino+Dexametasona;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Oftalmologicos;Cloridrato De Betaxolol;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Oftalmologicos;Dexametasona;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Oftalmologicos;Dorzolamida;5
Medicamentos;Medicamento Tarjado;Tarjado Generico;Oftalmologicos;Latanoprosta + Timolol;4
Medicamentos;Medicamento Tarjado;Tarjado Generico;Oftalmologicos;Maleato De Timolol;6
Medicamentos;Medicamento Tarjado;Tarjado Generico;Oftalmologicos;Neomicina+Assoc;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Oftalmologicos;Neomicina/Associacoes;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Oftalmologicos;Ofloxacino;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Oftalmologicos;Tart. De Brimonidina;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Oftalmologicos;Timoptol/Dorzolamida;3
Medicamentos;Medicamento Tarjado;Tarjado Generico;Oftalmologicos;Tobramicina;3
Medicamentos;Medicamento Tarjado;Tarjado Generico;Oftalmologicos;Travoprosta;3
Medicamentos;Medicamento Tarjado;Tarjado Generico;Osteoporose;Alendronato Sodico;9
Medicamentos;Medicamento Tarjado;Tarjado Generico;Osteoporose;Celecoxibe;12
Medicamentos;Medicamento Tarjado;Tarjado Generico;Osteoporose;Ibandronato Sodico;8
Medicamentos;Medicamento Tarjado;Tarjado Generico;Osteoporose;Risedronato Sodico;6
Medicamentos;Medicamento Tarjado;Tarjado Generico;Osteoporose;Sulfato De Glicosamina;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Otorrinolaringologicos;Acetonido De Triancinolona(Bucal);3
Medicamentos;Medicamento Tarjado;Tarjado Generico;Otorrinolaringologicos;Budesonida Nasal;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Otorrinolaringologicos;Cloridrato De Nafazolina;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Otorrinolaringologicos;Oximetazolina Otorrino;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Otorrinolaringologicos;Paracetamol/Pseudoefedrina;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Prostata;Bicalutamida;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Prostata;Cloridrato De Tansulosina;8
Medicamentos;Medicamento Tarjado;Tarjado Generico;Prostata;Doxazosina;13
Medicamentos;Medicamento Tarjado;Tarjado Generico;Prostata;Dutasterida;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Prostata;Finasterida;5
Medicamentos;Medicamento Tarjado;Tarjado Generico;Prostata;Flutamida;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Analgelsicos;Buprenorfina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Analgelsicos;Butilescopolamina/Dipirona Inj;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Analgelsicos;Cloridrato De Naratriptana;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Analgelsicos;Codeina Mono;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Analgelsicos;Codeina/Diclofenaco;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Analgelsicos;Codeina/Paracetamol;13
Medicamentos;Medicamento Tarjado;Tarjado Marca;Analgelsicos;Dexametasona/Complexo B;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Analgelsicos;Diclof/Cariso/Paracetamol;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Analgelsicos;Diidroergotamina/Dipirona/Cafeina;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Analgelsicos;Dipirona/Homatropina/Escopolamina;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Analgelsicos;Fluicinolona/Lidocaina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Analgelsicos;Fosfato De Codeina;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Analgelsicos;Lidocaina;6
Medicamentos;Medicamento Tarjado;Tarjado Marca;Analgelsicos;Lisina E Associacao;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Analgelsicos;Metadona;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Analgelsicos;Morfina;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Analgelsicos;Oxicodona;6
Medicamentos;Medicamento Tarjado;Tarjado Marca;Analgelsicos;Paracetamol/Codeina;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Analgelsicos;Rizatriptano;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Analgelsicos;Sumatriptana;7
Medicamentos;Medicamento Tarjado;Tarjado Marca;Analgelsicos;Tenoxicam;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Analgelsicos;Tramadol;18
Medicamentos;Medicamento Tarjado;Tarjado Marca;Analgelsicos;Tramadol/Paracetamol;6
Medicamentos;Medicamento Tarjado;Tarjado Marca;Analgelsicos;Viminol;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antialergicos;Benzocaina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antialergicos;Betametasona/Dexclorfeniramina;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antialergicos;Bilastina;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antialergicos;Bronfeniramina/Fenilefrina;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antialergicos;Bronfeniramina/Pseudoefedrina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antialergicos;Cetirizina;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antialergicos;Desloratadina;11
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antialergicos;Desloratadina/Pseudoefedrina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antialergicos;Dexametasona;7
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antialergicos;Ebastina;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antialergicos;Epinastina;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antialergicos;Fexofenadina;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antialergicos;Fexofenadina/Pseudoefedrina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antialergicos;Hidroxizina;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antialergicos;Levocetirizina;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antialergicos;Levocetirizina +Mantelucaste;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antialergicos;Mometasona Asma;6
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antialergicos;Oximetazolina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antialergicos;Prometazina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antialergicos;Xilometazolina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antianemicos;Ac. Folico/Associacoes;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antianemicos;Acido Folico;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antianemicos;Acido Folico/Cianocobalamina;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antianemicos;Citidina/Associacoes;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antianemicos;Ferropolimaltose;5
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antianemicos;Ferropolimaltose/Associacoes;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antianemicos;Sulfato Ferroso;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antibioticos;Amoxicilina;10
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antibioticos;Amoxicilina/Sulbactam;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antibioticos;Antigenos Mistos;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antibioticos;Azitromicina;14
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antibioticos;Azul Metileno/Associacoes;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antibioticos;Benzilpenicilina Benzatina;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antibioticos;Beta/Genta /Tolna/Clioq;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antibioticos;Cefaclor;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antibioticos;Cefalexina;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antibioticos;Ceftriaxona;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antibioticos;Cefuroxima;9
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antibioticos;Ciprofloxacino;6
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antibioticos;Citrato De Potassio;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antibioticos;Claritromicina;6
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antibioticos;Clavulanato/Amoxicilina;19
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antibioticos;Cloridrato De Ciprofloxacino;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antibioticos;Cloridrato De Clindamicina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antibioticos;Espiramicina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antibioticos;Fenoximetilpenicilina Potassica;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antibioticos;Fosfomicina;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antibioticos;Fosfomicina Trometamol;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antibioticos;Levofloxacino;23
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antibioticos;Limeciclina;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antibioticos;Metenamina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antibioticos;Moxifloxacino;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antibioticos;Nitrofurantoina;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antibioticos;Polimixina B;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antibioticos;Rifamicina Topica;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antibioticos;Rifampicina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antibioticos;Semaglutido;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antibioticos;Sulbactam/Amoxicilina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antibioticos;Sulfa/Trimetoprima;12
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antibioticos;Sulfasalazina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antibioticos;Tetraciclina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antibioticos;Uncara Tomentosa;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Anticoncepcionais;Acet. Medroxiprogesterona;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Anticoncepcionais;Bifasicos - Etinilestradiol/Desogestrel;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Anticoncepcionais;Cip.Estradiol/Medroxiprogesterona;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Anticoncepcionais;Desogestrel;13
Medicamentos;Medicamento Tarjado;Tarjado Marca;Anticoncepcionais;Enant.Estradiol/Acet.Algestona;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Anticoncepcionais;Estradiol/Ciproterona;11
Medicamentos;Medicamento Tarjado;Tarjado Marca;Anticoncepcionais;Estradiol/Clormadinona;5
Medicamentos;Medicamento Tarjado;Tarjado Marca;Anticoncepcionais;Estradiol/Drospirenona;16
Medicamentos;Medicamento Tarjado;Tarjado Marca;Anticoncepcionais;Estradiol/Levonorgestrel;7
Medicamentos;Medicamento Tarjado;Tarjado Marca;Anticoncepcionais;Estradiol/Noretisterona;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Anticoncepcionais;Etnil/Desogestrel;15
Medicamentos;Medicamento Tarjado;Tarjado Marca;Anticoncepcionais;Etnilestradiol/Gestodeno;28
Medicamentos;Medicamento Tarjado;Tarjado Marca;Anticoncepcionais;Etonogestrel;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Anticoncepcionais;Etonogestrel/Etinilestradiol;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Anticoncepcionais;Levonorgestrel;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Anticoncepcionais;Levornogestrel;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Anticoncepcionais;Medroxiprogesterona;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Anticoncepcionais;Norelgestromina /Etinilestradiol;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Anticoncepcionais;Trifasicos - Ee/Dienogeste;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Anticoncepcionais;Trifasicos - Ee/Levonorgestrel;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antidiabetes;Acarbose;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antidiabetes;Alogliptina;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antidiabetes;Alogliptina + Pioglitazona;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antidiabetes;Alogliptina/Metformina;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antidiabetes;Canagliflozina;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antidiabetes;Clorpropamida;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antidiabetes;Dapagliflozina;5
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antidiabetes;Dulaglutida;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antidiabetes;Empagliflozina;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antidiabetes;Empagliflozina/Linagliptina;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antidiabetes;Fenofibrato;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antidiabetes;Glibenclamida;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antidiabetes;Gliclazida;9
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antidiabetes;Glimepirida;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antidiabetes;Insulina Aspart/Protamina;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antidiabetes;Insulina Asparte;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antidiabetes;Insulina Degludeca;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antidiabetes;Insulina Detemir;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antidiabetes;Insulina Glargina;5
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antidiabetes;Insulina Glulisine;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antidiabetes;Insulina Humana;5
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antidiabetes;Insulina Isofana;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antidiabetes;Insulina Lispro;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antidiabetes;Insulina Nph 70/ Reg 30;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antidiabetes;Insulina Regular;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antidiabetes;Linagliptina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antidiabetes;Liraglutida;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Antidiabetes;Lixisenatida/Insulina Glargina;2
